avg_time,id
7.373650622605365,1
7.718968926553672,2
7.013240358126722,3
7.193678486997635,4
8.006174603174603,5
10.796095874355368,6
6.923570402298851,7
6.725620713305898,8
7.236498792270532,9
7.080087844254511,10
8.403485477178425,11
7.06895458736745,12
9.301409509946627,13
9.399931442080378,14
6.08968764407561,15
6.705174636661979,16
6.619040626529614,17
11.014328139114726,18
6.960253831417625,19
9.293555796055795,20
7.590778256704982,21
6.008613495469718,22
8.402108477011494,23
6.8070052800734615,24
7.093167388167388,25
9.362002074688798,26
10.977123430962344,27
7.604444444444445,28
10.97758573388203,29
6.8312753623188405,30
10.109408263305323,31
6.709665977961433,32
10.518214624881292,33
6.182887517146776,34
6.586388888888888,35
10.272241379310346,36
9.982733011937558,37
5.979567632850242,38
6.775967939304944,39
7.690160390516039,40
7.204732468123862,41
7.594769503546099,42
6.95264233241506,43
7.008878472222222,44
7.201573315118397,45
7.1728749999999994,46
7.636801418439717,47
7.83278129395218,48
6.974765051395007,49
6.906424220272905,50
10.895463728191,51
9.125665729020158,52
6.831459786145978,53
7.3160499058380415,54
8.610798041894354,55
6.784845288326301,56
10.986099773242628,57
7.68658467939305,58
9.948856881572931,59
7.9055276615527665,60
10.672414617486337,61
10.496171548117156,62
10.069261664261665,63
6.607014174668495,64
7.497914908579466,65
10.727235717498877,66
6.184816810344828,67
6.609300048947627,68
6.07624634502924,69
9.971745709123757,70
7.42145202020202,71
6.493810013717422,72
6.299470449172577,73
9.316973304473304,74
6.097862787356322,75
7.217327264239029,76
7.100070018365472,77
9.914107744107746,78
10.477788647342997,79
6.906938633193863,80
7.58909243295019,81
6.079724499089253,82
6.001112288135593,83
8.983123278236915,84
10.426184640522877,85
8.387526183970857,86
7.9120386266094425,87
7.105291842475386,88
9.688633193863318,89
7.770347512784752,90
6.284280356305673,91
6.306108726752504,92
8.831585038986356,93
7.722377344877344,94
7.317479732951836,95
10.798262483130904,96
10.40136394557823,97
5.994326703246457,98
6.113110181311018,99
8.133578096539162,100
7.306164990421457,101
7.105030345471522,102
6.327729314420803,103
8.1285121602289,104
7.98643255701116,105
10.509096921596921,106
7.9932840307840305,107
6.103653752436647,108
7.587908917501192,109
6.890321256038647,110
9.295999525166192,111
10.806078364950316,112
5.995219806763284,113
7.788609977324264,114
7.71770715630885,115
6.189450379867046,116
7.120614224137931,117
7.825193287037036,118
7.619401803118908,119
6.002463200379866,120
9.11312647754137,121
8.684139595103577,122
9.993131642512077,123
6.900539923039923,124
6.99935763888889,125
6.2862301587301594,126
6.3661511299435025,127
8.19166087962963,128
6.4520891203703705,129
6.682986714975844,130
7.4826477541371155,131
9.920131519274378,132
7.415638297872341,133
7.4953384687208215,134
5.998969652471855,135
6.85954534662868,136
6.131909722222222,137
7.67480543318649,138
8.878969421101775,139
10.895845306513408,140
10.692001669051026,141
7.060316091954023,142
9.009179138321995,143
7.420447466294746,144
7.585973922902495,145
6.624136698939603,146
6.192764830508475,147
